Jogador,Time,#,Nação,Pos.,Idade,Min.,Gols,Assis.,PB,PT,TC,CaG,CrtsA,CrtV,Contatos,Div,Crts,Bloqueios,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Conduções,PrgC,Tent,Suc,Data
Cauly Oliveira Souza,Bahia,8,BRA,"FW,AM",28-302,90.0,0,0,0,0,4,1,0,0,66.0,0.0,0,0.0,0.3,0.3,0.1,7.0,0.0,43.0,55.0,"78,2",6.0,45.0,3.0,2.0,2.0,2024-07-13
Jean Lucas,Bahia,6,BRA,LM,26-021,71.0,1,0,0,0,3,1,0,0,38.0,1.0,0,0.0,0.2,0.2,0.0,0.0,0.0,26.0,30.0,"86,7",4.0,22.0,0.0,0.0,0.0,2024-07-13
Rafael Ratão,Bahia,21,BRA,"LM,FW",28-226,19.0,0,0,0,0,0,0,0,0,14.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,"90,0",0.0,10.0,1.0,1.0,0.0,2024-07-13
Caio Alexandre,Bahia,19,BRA,CM,25-140,90.0,0,0,0,0,0,0,0,0,112.0,1.0,1,1.0,0.0,0.0,0.1,5.0,1.0,97.0,108.0,"89,8",21.0,81.0,6.0,0.0,0.0,2024-07-13
Everton Ribeiro,Bahia,10,BRA,"CM,RM",35-094,90.0,0,1,0,0,1,0,0,0,85.0,2.0,2,1.0,0.0,0.0,0.2,4.0,1.0,57.0,72.0,"79,2",10.0,44.0,4.0,1.0,1.0,2024-07-13
Ademir Santos,Bahia,7,BRA,RM,29-148,45.0,0,0,0,0,0,0,0,0,36.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,24.0,28.0,"85,7",3.0,19.0,1.0,1.0,1.0,2024-07-13
Biel,Bahia,11,BRA,FW,23-103,35.0,0,0,0,0,0,0,0,0,24.0,0.0,0,0.0,0.0,0.0,0.1,1.0,0.0,17.0,21.0,"81,0",2.0,14.0,4.0,3.0,0.0,2024-07-13
Luciano Juba,Bahia,46,BRA,FW,24-319,10.0,0,0,0,0,1,0,0,0,9.0,0.0,0,0.0,0.1,0.1,0.1,1.0,0.0,5.0,6.0,"83,3",0.0,5.0,0.0,1.0,0.0,2024-07-13
Iago,Bahia,25,BRA,LB,27-112,90.0,0,0,0,0,0,0,0,0,89.0,2.0,1,2.0,0.0,0.0,0.1,3.0,0.0,76.0,82.0,"92,7",8.0,52.0,2.0,0.0,0.0,2024-07-13
Kanu,Bahia,4,BRA,CB,27-128,90.0,0,0,0,0,2,0,0,0,86.0,1.0,2,3.0,0.1,0.1,0.0,0.0,0.0,75.0,77.0,"97,4",4.0,42.0,1.0,1.0,0.0,2024-07-13
Gabriel,Bahia,3,BRA,CB,23-068,90.0,0,0,0,0,0,0,1,0,84.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,70.0,78.0,"89,7",8.0,45.0,0.0,0.0,0.0,2024-07-13
Cicinho,Bahia,40,BUL,RB,35-200,45.0,0,0,0,0,0,0,0,0,61.0,0.0,0,1.0,0.0,0.0,0.1,1.0,0.0,54.0,59.0,"91,5",3.0,35.0,0.0,0.0,0.0,2024-07-13
Gilberto,Bahia,2,BRA,RB,31-128,45.0,0,0,0,0,0,0,0,0,62.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,54.0,60.0,"90,0",5.0,37.0,4.0,0.0,0.0,2024-07-13
Marcos Felipe,Bahia,22,BRA,GK,28-091,90.0,0,0,0,0,0,0,0,0,26.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,25.0,"96,0",0.0,11.0,0.0,0.0,0.0,2024-07-13
Isidro Pitta,Cuiabá,9,PAR,FW,24-334,70.0,2,0,0,0,5,3,0,0,24.0,0.0,0,0.0,0.8,0.8,0.0,1.0,0.0,13.0,15.0,"86,7",2.0,12.0,1.0,0.0,0.0,2024-07-13
Deyverson,Cuiabá,16,BRA,FW,33-066,20.0,0,0,0,0,0,0,0,0,13.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,"53,8",1.0,5.0,0.0,0.0,0.0,2024-07-13
Derik Lacerda,Cuiabá,22,BRA,LW,24-290,80.0,0,0,0,0,3,0,0,0,33.0,2.0,0,0.0,0.2,0.2,0.4,5.0,0.0,15.0,21.0,"71,4",3.0,20.0,4.0,2.0,1.0,2024-07-13
André Luis,Cuiabá,97,BRA,RM,27-083,10.0,0,0,0,0,0,0,0,0,8.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,"100,0",0.0,4.0,1.0,0.0,0.0,2024-07-13
Jonathan Cafu,Cuiabá,7,BRA,RW,33-003,79.0,0,0,0,0,1,0,0,0,36.0,0.0,0,0.0,0.1,0.1,0.1,5.0,1.0,21.0,27.0,"77,8",3.0,21.0,1.0,2.0,1.0,2024-07-13
Eliel Chrystian,Cuiabá,11,BRA,"LM,RW",21-169,11.0,0,0,0,0,0,0,0,0,8.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,"100,0",0.0,2.0,0.0,0.0,0.0,2024-07-13
Denilson,Cuiabá,27,BRA,CM,23-112,60.0,0,1,0,0,1,0,1,0,40.0,1.0,0,1.0,0.0,0.0,0.1,5.0,1.0,27.0,35.0,"77,1",4.0,20.0,0.0,3.0,3.0,2024-07-13
Filipe Augusto,Cuiabá,5,BRA,CM,30-336,30.0,0,0,0,0,0,0,0,0,13.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,"83,3",0.0,5.0,0.0,0.0,0.0,2024-07-13
Lucas Mineiro,Cuiabá,30,BRA,CM,28-140,90.0,0,0,0,0,0,0,0,0,59.0,1.0,0,2.0,0.0,0.0,0.0,1.0,1.0,45.0,48.0,"93,8",2.0,27.0,1.0,5.0,5.0,2024-07-13
Fernando Sobral,Cuiabá,88,BRA,CM,29-209,79.0,0,1,0,0,0,0,0,0,49.0,6.0,1,0.0,0.0,0.0,0.4,4.0,1.0,29.0,36.0,"80,6",6.0,18.0,0.0,0.0,0.0,2024-07-13
Bruno Fabiano Alves,Cuiabá,34,BRA,"CB,CM",33-088,11.0,0,0,0,0,0,0,0,0,12.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,"72,7",0.0,6.0,0.0,0.0,0.0,2024-07-13
Ramon,Cuiabá,23,BRA,LB,23-122,90.0,0,0,0,0,2,0,0,0,65.0,4.0,1,2.0,0.1,0.1,0.1,2.0,0.0,39.0,47.0,"83,0",3.0,20.0,0.0,2.0,2.0,2024-07-13
Alan Empereur,Cuiabá,33,BRA,CB,30-125,90.0,0,0,0,0,1,0,1,0,55.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,45.0,"84,4",2.0,32.0,0.0,0.0,0.0,2024-07-13
Marllon Borges,Cuiabá,4,BRA,CB,32-088,90.0,0,0,0,0,0,0,0,0,42.0,0.0,1,3.0,0.0,0.0,0.0,0.0,0.0,30.0,32.0,"93,8",1.0,23.0,0.0,0.0,0.0,2024-07-13
Railan,Cuiabá,21,BRA,RB,24-125,90.0,0,0,0,0,1,0,0,0,45.0,2.0,1,0.0,0.0,0.0,0.0,2.0,0.0,30.0,38.0,"78,9",4.0,20.0,3.0,0.0,0.0,2024-07-13
Walter,Cuiabá,1,BRA,GK,36-238,90.0,0,0,0,0,0,0,1,0,24.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,22.0,"63,6",0.0,8.0,0.0,0.0,0.0,2024-07-13
Gabriel Taliari,Juventude,19,BRA,FW,27-094,70.0,0,1,0,0,2,0,0,0,22.0,1.0,0,1.0,0.1,0.1,0.6,4.0,1.0,10.0,14.0,"71,4",1.0,12.0,0.0,2.0,1.0,2024-07-16
Ronie Carrillo,Juventude,79,ECU,FW,27-312,20.0,0,0,0,0,0,0,0,0,10.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,8.0,"37,5",0.0,4.0,0.0,1.0,0.0,2024-07-16
Erick,Juventude,7,BRA,LW,27-195,53.0,0,0,0,0,0,0,0,0,11.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,"75,0",1.0,6.0,0.0,0.0,0.0,2024-07-16
David,Juventude,18,BRA,LM,24-189,37.0,0,0,0,0,0,0,0,0,17.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,"61,5",0.0,10.0,1.0,0.0,0.0,2024-07-16
Lucas Barbosa,Juventude,21,BRA,"RW,RM",23-145,70.0,0,0,0,0,2,0,0,0,26.0,3.0,1,0.0,0.0,0.0,0.0,1.0,0.0,10.0,17.0,"58,8",0.0,14.0,1.0,1.0,0.0,2024-07-16
Ewerton,Juventude,14,BRA,RM,23-249,20.0,0,0,0,0,0,0,0,0,9.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,"75,0",1.0,5.0,0.0,0.0,0.0,2024-07-16
Jean Carlos Vicente,Juventude,20,BRA,"AM,CM",32-152,78.0,1,0,0,0,2,2,1,0,27.0,0.0,1,1.0,0.6,0.6,0.0,1.0,0.0,15.0,20.0,"75,0",4.0,20.0,3.0,2.0,1.0,2024-07-16
Luis Mandaca,Juventude,44,BRA,CM,22-288,12.0,0,0,0,0,0,0,0,0,12.0,1.0,0,0.0,0.0,0.0,0.2,2.0,0.0,5.0,8.0,"62,5",0.0,6.0,1.0,2.0,0.0,2024-07-16
Caíque de Jesus Gonçalves,Juventude,95,BRA,"DM,CB",28-280,90.0,0,0,0,0,0,0,0,0,39.0,3.0,2,1.0,0.0,0.0,0.0,1.0,0.0,25.0,26.0,"96,2",2.0,18.0,0.0,0.0,0.0,2024-07-16
Jadson,Juventude,16,BRA,DM,30-321,53.0,0,0,0,0,0,0,0,0,18.0,2.0,1,1.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,"81,8",1.0,12.0,0.0,0.0,0.0,2024-07-16
Luis Oyama,Juventude,5,BRA,CM,27-168,37.0,0,0,0,0,1,0,0,0,18.0,0.0,0,1.0,0.1,0.1,0.0,0.0,0.0,9.0,12.0,"75,0",0.0,9.0,0.0,2.0,1.0,2024-07-16
Alan Ruschel,Juventude,28,BRA,LB,34-328,90.0,0,0,0,0,1,0,0,0,36.0,4.0,2,2.0,0.1,0.1,0.0,5.0,1.0,18.0,24.0,"75,0",3.0,18.0,1.0,1.0,0.0,2024-07-16
Rodrigo Sam,Juventude,34,BRA,CB,28-358,90.0,0,0,0,0,0,0,0,0,41.0,2.0,7,2.0,0.0,0.0,0.0,0.0,0.0,18.0,25.0,"72,0",1.0,11.0,0.0,0.0,0.0,2024-07-16
Abner,Juventude,23,BRA,CB,20-088,90.0,0,0,0,0,0,0,1,0,28.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.0,"55,6",1.0,13.0,0.0,0.0,0.0,2024-07-16
Gabriel Inocêncio,Juventude,12,BRA,RB,29-331,90.0,0,0,0,0,0,0,0,0,31.0,0.0,2,2.0,0.0,0.0,0.0,0.0,0.0,15.0,22.0,"68,2",2.0,18.0,1.0,4.0,2.0,2024-07-16
Mateus Claus,Juventude,77,BRA,GK,29-348,90.0,0,0,0,0,0,0,0,0,38.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,36.0,"50,0",0.0,8.0,0.0,0.0,0.0,2024-07-16
Hulk,Atlético Mineiro,7,BRA,"FW,AM",37-357,90.0,0,0,0,0,5,1,0,0,40.0,0.0,0,0.0,0.5,0.5,0.2,6.0,0.0,22.0,27.0,"81,5",5.0,22.0,0.0,5.0,1.0,2024-07-16
Paulinho,Atlético Mineiro,10,BRA,"LW,AM",24-001,90.0,0,0,0,0,0,0,0,0,44.0,0.0,0,0.0,0.0,0.0,0.0,9.0,0.0,32.0,38.0,"84,2",6.0,26.0,2.0,5.0,4.0,2024-07-16
Gustavo Scarpa,Atlético Mineiro,6,BRA,"RW,WB",30-193,90.0,0,0,0,0,8,1,0,0,99.0,1.0,0,0.0,0.7,0.7,0.1,1.0,0.0,73.0,86.0,"84,9",19.0,68.0,9.0,2.0,2.0,2024-07-16
Bernard,Atlético Mineiro,20,BRA,AM,31-312,87.0,0,0,0,0,1,0,0,0,63.0,3.0,0,0.0,0.0,0.0,0.2,5.0,0.0,44.0,55.0,"80,0",5.0,31.0,2.0,6.0,5.0,2024-07-16
Brahian Palacios,Atlético Mineiro,30,COL,WB,21-235,3.0,0,0,0,0,0,0,0,0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,"50,0",0.0,3.0,1.0,0.0,0.0,2024-07-16
Alan Franco,Atlético Mineiro,23,ECU,DM,25-330,73.0,0,0,0,0,1,0,0,0,46.0,3.0,0,0.0,0.0,0.0,0.5,1.0,0.0,39.0,42.0,"92,9",5.0,18.0,0.0,0.0,0.0,2024-07-16
Eduardo Vargas,Atlético Mineiro,11,CHI,"DM,CM",34-239,17.0,0,0,0,0,2,1,0,0,17.0,1.0,0,0.0,0.3,0.3,0.0,1.0,0.0,7.0,12.0,"58,3",2.0,11.0,1.0,1.0,1.0,2024-07-16
Otávio,Atlético Mineiro,5,BRA,"DM,CM",30-073,90.0,0,0,0,0,0,0,0,0,76.0,1.0,0,2.0,0.0,0.0,0.0,2.0,0.0,61.0,67.0,"91,0",0.0,40.0,0.0,2.0,1.0,2024-07-16
Guilherme Arana,Atlético Mineiro,13,BRA,"LB,CB",27-093,90.0,0,0,0,0,0,0,1,0,94.0,2.0,0,2.0,0.0,0.0,0.4,3.0,0.0,70.0,89.0,"78,7",7.0,62.0,6.0,3.0,2.0,2024-07-16
Júnior Alonso,Atlético Mineiro,8,PAR,CB,31-158,79.0,1,0,0,0,2,1,0,0,88.0,3.0,1,1.0,0.1,0.1,0.0,3.0,0.0,65.0,76.0,"85,5",8.0,54.0,2.0,2.0,1.0,2024-07-16
Alan Kardec,Atlético Mineiro,14,BRA,"FW,CB",35-186,11.0,0,0,0,0,0,0,0,0,2.0,0.0,0,0.0,0.0,0.0,0.2,1.0,0.0,1.0,1.0,"100,0",0.0,1.0,0.0,0.0,0.0,2024-07-16
Bruno Fuchs,Atlético Mineiro,3,BRA,CB,25-106,90.0,0,0,0,0,1,0,0,0,112.0,2.0,0,3.0,0.0,0.0,0.0,3.0,0.0,93.0,100.0,"93,0",10.0,68.0,2.0,1.0,1.0,2024-07-16
Renzo Saravia,Atlético Mineiro,26,ARG,"RB,CB",31-030,90.0,0,0,0,0,0,0,0,0,115.0,3.0,0,1.0,0.0,0.0,0.0,0.0,0.0,95.0,108.0,"88,0",11.0,59.0,1.0,1.0,0.0,2024-07-16
Matheus Mendes,Atlético Mineiro,31,BRA,GK,25-128,90.0,0,0,0,0,0,0,0,0,36.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,35.0,"94,3",0.0,22.0,0.0,0.0,0.0,2024-07-16
Jan Carlos Hurtado,Atlético Goianiense,9,VEN,FW,24-134,79.0,0,0,0,0,3,2,0,0,25.0,1.0,0,2.0,0.1,0.1,0.0,1.0,0.0,9.0,13.0,"69,2",1.0,10.0,1.0,0.0,0.0,2024-07-17
Derek,Atlético Goianiense,21,BRA,FW,26-228,11.0,0,0,0,0,1,0,0,0,9.0,0.0,0,0.0,0.1,0.1,0.0,1.0,0.0,3.0,5.0,"60,0",0.0,3.0,1.0,0.0,0.0,2024-07-17
Luiz Fernando,Atlético Goianiense,11,BRA,LW,27-275,90.0,0,0,0,0,2,1,0,0,36.0,0.0,0,1.0,0.1,0.1,0.2,4.0,0.0,18.0,27.0,"66,7",1.0,24.0,1.0,3.0,1.0,2024-07-17
Janderson,Atlético Goianiense,7,BRA,RW,25-142,66.0,0,0,0,0,2,1,1,0,33.0,0.0,0,2.0,0.1,0.1,0.1,3.0,0.0,17.0,23.0,"73,9",6.0,18.0,6.0,6.0,2.0,2024-07-17
Yony González,Atlético Goianiense,22,COL,RW,30-006,24.0,0,0,0,0,1,0,0,0,10.0,1.0,1,0.0,0.1,0.1,0.0,1.0,0.0,4.0,7.0,"57,1",0.0,2.0,0.0,0.0,0.0,2024-07-17
Shaylon,Atlético Goianiense,10,BRA,LM,27-081,55.0,0,0,0,0,2,0,0,0,34.0,0.0,0,0.0,0.0,0.0,0.1,6.0,0.0,21.0,30.0,"70,0",4.0,15.0,1.0,1.0,1.0,2024-07-17
Alejo Cruz,Atlético Goianiense,20,URU,LM,23-320,35.0,0,0,0,0,0,0,0,0,27.0,2.0,0,0.0,0.0,0.0,0.2,6.0,0.0,20.0,26.0,"76,9",4.0,17.0,1.0,0.0,0.0,2024-07-17
Lucas Kal,Atlético Goianiense,5,BRA,CM,28-123,79.0,0,0,0,0,1,0,0,0,42.0,0.0,3,2.0,0.0,0.0,0.0,1.0,0.0,23.0,33.0,"69,7",5.0,20.0,1.0,0.0,0.0,2024-07-17
Gabriel Baralhas,Atlético Goianiense,19,BRA,CM,25-281,11.0,0,0,0,0,0,0,0,0,15.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,14.0,"85,7",2.0,6.0,1.0,0.0,0.0,2024-07-17
Rhaldney,Atlético Goianiense,8,BRA,RM,25-240,90.0,0,0,0,0,3,1,0,0,62.0,3.0,0,3.0,0.2,0.2,0.0,3.0,0.0,44.0,52.0,"84,6",7.0,29.0,3.0,1.0,1.0,2024-07-17
Guilherme Romão,Atlético Goianiense,6,BRA,LB,26-284,90.0,0,0,0,0,1,1,0,0,50.0,1.0,1,1.0,0.0,0.0,0.0,4.0,0.0,28.0,40.0,"70,0",6.0,25.0,3.0,2.0,0.0,2024-07-17
Alix Vinicius,Atlético Goianiense,4,BRA,CB,24-254,90.0,0,0,0,0,1,0,0,0,45.0,0.0,0,1.0,0.1,0.1,0.0,1.0,0.0,32.0,38.0,"84,2",4.0,21.0,2.0,1.0,1.0,2024-07-17
Adriano Martins,Atlético Goianiense,3,BRA,CB,27-107,90.0,0,0,0,0,2,1,1,0,66.0,2.0,0,1.0,0.0,0.0,0.0,1.0,0.0,39.0,50.0,"78,0",4.0,22.0,1.0,0.0,0.0,2024-07-17
Maguinho,Atlético Goianiense,2,BRA,RB,31-193,54.0,0,0,0,0,0,0,0,0,26.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,18.0,23.0,"78,3",1.0,6.0,1.0,0.0,0.0,2024-07-17
Budiga Roni,Atlético Goianiense,17,BRA,RB,25-093,36.0,0,0,0,0,0,0,0,0,30.0,2.0,0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,24.0,"87,5",1.0,10.0,0.0,0.0,0.0,2024-07-17
Ronaldo,Atlético Goianiense,1,BRA,GK,27-330,90.0,0,0,0,0,0,0,0,0,23.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,22.0,"77,3",0.0,13.0,0.0,0.0,0.0,2024-07-17
Pablo Vegetti,Vasco da Gama,99,ARG,FW,35-276,90.0,0,0,0,1,4,1,0,0,24.0,0.0,0,0.0,1.0,0.2,0.0,1.0,0.0,6.0,14.0,"42,9",1.0,10.0,0.0,0.0,0.0,2024-07-17
David,Vasco da Gama,7,BRA,LW,28-274,87.0,1,0,0,0,2,1,0,0,42.0,0.0,0,0.0,0.1,0.1,0.0,2.0,0.0,18.0,34.0,"52,9",1.0,23.0,0.0,1.0,0.0,2024-07-17
Zé Gabriel,Vasco da Gama,23,BRA,DM,25-178,3.0,0,0,0,0,0,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"0,0",0.0,0.0,0.0,0.0,0.0,2024-07-17
Adson,Vasco da Gama,28,BRA,RW,23-285,60.0,0,0,0,0,1,0,0,0,34.0,0.0,0,1.0,0.0,0.0,0.0,5.0,0.0,23.0,28.0,"82,1",3.0,21.0,0.0,0.0,0.0,2024-07-17
Pablo Galdames Millán,Vasco da Gama,27,CHI,"DM,AM",27-200,30.0,0,0,0,0,1,1,0,0,17.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,"92,3",2.0,9.0,0.0,2.0,1.0,2024-07-17
Bruno Praxedes,Vasco da Gama,21,BRA,"AM,RW",22-160,70.0,0,0,0,0,2,1,0,0,29.0,1.0,0,0.0,0.1,0.1,0.1,4.0,0.0,22.0,26.0,"84,6",4.0,16.0,2.0,0.0,0.0,2024-07-17
João Pedro,Vasco da Gama,98,BRA,AM,19-089,20.0,0,0,0,0,0,0,0,0,10.0,0.0,1,2.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,"80,0",0.0,3.0,0.0,0.0,0.0,2024-07-17
Mateus Cocão,Vasco da Gama,85,BRA,DM,22-121,88.0,0,0,0,0,1,0,1,0,59.0,5.0,2,4.0,0.0,0.0,0.0,1.0,0.0,37.0,43.0,"86,0",3.0,29.0,0.0,1.0,1.0,2024-07-17
Victor Luis,Vasco da Gama,12,BRA,LW,31-024,2.0,0,0,0,0,0,0,0,0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"0,0",0.0,1.0,0.0,0.0,0.0,2024-07-17
Hugo Moura,Vasco da Gama,25,BRA,DM,26-196,70.0,0,1,0,0,1,0,1,0,38.0,3.0,0,2.0,0.0,0.0,0.1,3.0,1.0,26.0,31.0,"83,9",5.0,20.0,0.0,0.0,0.0,2024-07-17
Rayan Vitor,Vasco da Gama,77,BRA,RW,17-349,20.0,0,0,0,0,0,0,1,0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"100,0",1.0,3.0,1.0,0.0,0.0,2024-07-17
Lucas Piton,Vasco da Gama,6,BRA,LB,23-282,90.0,0,0,0,0,0,0,0,0,67.0,0.0,2,0.0,0.0,0.0,0.1,3.0,1.0,41.0,60.0,"68,3",5.0,28.0,3.0,0.0,0.0,2024-07-17
Léo Pelé,Vasco da Gama,3,BRA,CB,28-133,90.0,0,0,0,0,0,0,0,0,46.0,1.0,0,3.0,0.0,0.0,0.0,2.0,0.0,26.0,32.0,"81,3",2.0,24.0,1.0,0.0,0.0,2024-07-17
Maicon,Vasco da Gama,4,BRA,CB,35-307,90.0,0,0,0,0,0,0,0,0,48.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,32.0,"75,0",2.0,21.0,0.0,0.0,0.0,2024-07-17
Paulo Henrique,Vasco da Gama,96,BRA,RB,27-358,90.0,0,0,0,0,1,0,0,0,50.0,2.0,4,0.0,0.0,0.0,0.0,3.0,0.0,29.0,42.0,"69,0",4.0,28.0,2.0,2.0,2.0,2024-07-17
Léo Jardim,Vasco da Gama,1,BRA,GK,29-119,90.0,0,0,0,0,0,0,0,0,35.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,33.0,"48,5",0.0,20.0,0.0,0.0,0.0,2024-07-17
Jonathan Calleri,São Paulo,9,ARG,FW,30-298,68.0,0,0,0,0,1,1,0,0,14.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,10.0,"60,0",1.0,9.0,2.0,1.0,0.0,2024-07-17
André Silva,São Paulo,17,BRA,FW,27-044,22.0,0,0,0,0,1,0,0,0,11.0,0.0,0,0.0,0.2,0.2,0.0,2.0,0.0,4.0,6.0,"66,7",1.0,6.0,1.0,2.0,2.0,2024-07-17
Ferreira,São Paulo,47,BRA,LW,26-199,90.0,0,0,0,0,1,0,1,0,52.0,0.0,1,0.0,0.0,0.0,0.3,9.0,0.0,33.0,42.0,"78,6",3.0,26.0,4.0,4.0,2.0,2024-07-17
Lucas Moura,São Paulo,7,BRA,RW,31-339,63.0,1,0,0,0,1,1,1,0,44.0,0.0,2,0.0,0.0,0.0,0.0,1.0,0.0,26.0,31.0,"83,9",1.0,23.0,1.0,2.0,0.0,2024-07-17
Rodrigo Nestor,São Paulo,11,BRA,RW,23-343,27.0,0,0,0,0,1,1,0,0,10.0,1.0,0,0.0,0.0,0.0,0.2,2.0,0.0,5.0,6.0,"83,3",2.0,6.0,2.0,0.0,0.0,2024-07-17
Luciano,São Paulo,10,BRA,AM,31-060,63.0,0,0,0,0,4,3,0,0,45.0,1.0,1,1.0,0.1,0.1,0.0,0.0,0.0,31.0,35.0,"88,6",3.0,27.0,0.0,0.0,0.0,2024-07-17
Giuliano Galoppo,São Paulo,8,ARG,AM,25-029,27.0,0,0,0,0,1,0,0,0,11.0,1.0,0,0.0,0.2,0.2,0.0,0.0,0.0,2.0,7.0,"28,6",0.0,5.0,0.0,0.0,0.0,2024-07-17
Damián Bobadilla,São Paulo,21,PAR,DM,23-006,90.0,0,0,0,0,1,0,0,0,61.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,49.0,56.0,"87,5",4.0,33.0,0.0,0.0,0.0,2024-07-17
Alisson,São Paulo,25,BRA,DM,31-022,54.0,0,1,0,0,0,0,0,0,62.0,2.0,0,0.0,0.0,0.0,0.1,7.0,2.0,55.0,60.0,"91,7",8.0,35.0,1.0,2.0,2.0,2024-07-17
Wellington Rato,São Paulo,27,BRA,DM,32-019,36.0,0,0,0,0,1,1,0,0,18.0,1.0,0,1.0,0.1,0.1,0.2,2.0,0.0,12.0,14.0,"85,7",2.0,3.0,0.0,0.0,0.0,2024-07-17
Welington,São Paulo,6,BRA,LB,23-149,90.0,0,0,0,0,1,0,1,0,60.0,5.0,1,0.0,0.1,0.1,0.0,2.0,0.0,40.0,45.0,"88,9",4.0,23.0,2.0,1.0,1.0,2024-07-17
Nahuel Ferraresi,São Paulo,32,VEN,CB,25-241,90.0,0,0,0,0,0,0,0,0,73.0,4.0,0,5.0,0.0,0.0,0.0,0.0,0.0,47.0,57.0,"82,5",4.0,28.0,0.0,0.0,0.0,2024-07-17
Robert Arboleda,São Paulo,5,ECU,CB,32-269,90.0,0,0,0,0,1,1,0,0,64.0,2.0,1,2.0,0.0,0.0,0.0,0.0,0.0,44.0,54.0,"81,5",2.0,30.0,0.0,0.0,0.0,2024-07-17
Igor Vinícius de Souza,São Paulo,2,BRA,RB,27-107,89.0,0,0,0,0,0,0,2,1,61.0,4.0,1,1.0,0.0,0.0,0.0,1.0,0.0,42.0,48.0,"87,5",4.0,30.0,1.0,4.0,1.0,2024-07-17
Rafael Pires,São Paulo,23,BRA,GK,35-024,90.0,0,0,0,0,0,0,1,0,34.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,31.0,"61,3",0.0,16.0,0.0,0.0,0.0,2024-07-17
Everton,Grêmio,13,BRA,FW,27-122,45.0,0,0,0,0,1,0,0,0,18.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,"85,7",1.0,9.0,1.0,2.0,0.0,2024-07-17
Nathan,Grêmio,14,BRA,FW,28-126,45.0,0,0,0,0,3,1,0,0,20.0,0.0,0,0.0,0.2,0.2,0.0,3.0,0.0,12.0,15.0,"80,0",6.0,13.0,1.0,1.0,1.0,2024-07-17
Yeferson Soteldo,Grêmio,7,VEN,LW,27-017,90.0,0,0,0,0,2,1,0,0,44.0,0.0,1,1.0,0.3,0.3,0.2,9.0,0.0,26.0,34.0,"76,5",4.0,36.0,3.0,7.0,3.0,2024-07-17
Cristian Pavón,Grêmio,21,ARG,RW,28-178,74.0,0,0,0,0,4,1,0,0,33.0,1.0,1,0.0,0.2,0.2,0.3,3.0,0.0,16.0,24.0,"66,7",0.0,17.0,0.0,2.0,1.0,2024-07-17
Nathan Fernandes,Grêmio,32,BRA,RW,19-152,16.0,0,0,0,0,0,0,1,0,11.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,"100,0",0.0,9.0,1.0,1.0,0.0,2024-07-17
